sms_id,masked_celphone_number,text,intent,source,original_sms_id
ORIG_01512,N/A,"It's more than a game, it's your chance to win big! Bet 2 pesos on Fortune Gems and you could win 30k. Dive in at clickhere.cx/DTzmkf9oU0.",Gambling Scam,original,
ORIG_01513,N/A,"Kumuha ng hanggang P1,777 nang libre gamit ang iyong mobile phone 1OO% na bonus sa unang deposito bv6ak.bid",Prize Scam,original,
ORIG_01514,N/A,Tuklasin ang pinakamalaki sa online gaming! 298P bonus sa pagrehistro at doble sa unang deposito mo. Sumali na: clickhere.cx/iA1D5itH,Gambling Scam,original,
ORIG_01516,N/A,"Nangangarap ka bang gawing 50k ang 30 pesos mo? Sa Fortune Gems, posible yan! Sali na sa bonus.fm/hu3J13wQHKwT.",Prize Scam,original,
ORIG_01517,N/A,"Small bet, big dreams! With 10 pesos, explore the thrill of winning 60k in Golden Empire. Play now at promolink.st/djjPAWhlWNa.",Gambling Scam,original,
ORIG_01518,N/A,It's your lucky day! 5 pesos in Charge Buffalo could multiply to 5k. Check out the excitement at bonus.lc/IPrAcu5pZ0W.,Prize Scam,original,
ORIG_01519,N/A,I-claim ang P158 mo sa mobile agad! Kasama ang P18-P1188 welcome bonus. Magdeposito para doblehin. clickhere.cx/ieXbEyykCS6V,Prize Scam,original,
ORIG_01520,N/A,P158 sa mobile? Kunin na! Mag-sign up para sa P18-P1188 bonus. Doble ang deposito! promolink.st/AOrbFRQWz5,Prize Scam,original,
ORIG_01521,N/A,Bigyan mo ng chance ang 9 pesos mo na maging 45k sa Fengshen. Ikaw na ba ang next winner? Sali na sa bonus.ms/AOrbFRQWz5.,Raffle Scam,original,
ORIG_01522,N/A,[ Epicwin ]: Hi EPIC Member ! ATTENTION !! Dont forget to claim your FREE CREDIT in Inbox !! Trusted website : EpicWin6.tv,Prize Scam,original,
ORIG_01523,N/A,Kaya mo bang hulaan ang susunod na big winner? Baka ikaw na 'yan with just 3 pesos in Super Ace. Win big at clickhere.cx/3XvFgccQFDo8R.,Raffle Scam,original,
ORIG_01524,N/A,"Saan ka pa? Sa 3 pesos mo, maaaring magbago ang buhay mo with Fortune Gems. Aim for 10k now at clickhere.cx/qq7IvqB7hg5eGdUt.",Gambling Scam,original,
ORIG_01525,N/A,"Gusto mo bang maging next big winner? 30 pesos lang sa Golden Empire, pwede kang manalo ng 80k! Tara na sa phpromo.website/P4RVZ8w4RtQ.",Raffle Scam,original,
ORIG_01526,N/A,Pusta na! As low as 40 pesos for a chance to win 90k with Charge Buffalo. Tara sa clickhere.cx/ZYXJ3F1KD2U.,Raffle Scam,original,
ORIG_01527,N/A,"Banco De Oro You're having issues with account security. Please review them at tera.vin/Secure-BDOOnline Sincerely, BANCO DE ORO",Banking Scam,original,
ORIG_01528,N/A,[Epicwin ]: Hi EPIC Member ! CNY BONUS Alert !! Deposit and claim 20% FREE up to 500 P limited claim!! Trusted website : EpicWin6.tv,Prize Scam,original,
ORIG_01529,N/A,GCash Alert! Please be advised that we are asking everyone to update their account to avoid deactivation. Update here: gcash-advisory-services.website,Banking Scam,original,
ORIG_01530,N/A,Magdeposito para sa pagkakataong manalo ng iPhone 15 Pro Max okwin.tv,Prize Scam,original,
ORIG_01531,N/A,Spin Now New Year Lucky Wheel or Fa Cai Wheel to win Mitsubishi Xpander & Samsung TV! Claim Friday's Bonus tomorrow: 6888p. New get 1000 + 177 on GoJackpot6.tv,Gambling Scam,original,
ORIG_01532,N/A,New users can get 100% cash bonus when they make their first deposit! s6fha.bid,Prize Scam,original,
ORIG_01533,N/A,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. nmiy.bid",Job Scam,original,
ORIG_01534,N/A,You can get up to 3000P cash by downloading. New users can enjoy 100% cash bonus when they recharge! mini777.tv,Prize Scam,original,
ORIG_01535,N/A,Rank No. 1 sa listahan ng rekomendasyon ng Google Store at manalo ng malalaking premyo google-play.tv,Gambling Scam,original,
ORIG_01536,N/A,[ Betso88 x Epicwin ]: Hi EPIC Member ! ATTENTION !! Dont forget to claim your FREE CREDIT in Inbox !! Trusted website : EpicWin3.tv,Prize Scam,original,
ORIG_01537,N/A,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. oytb.bid",Job Scam,original,
ORIG_01539,N/A,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. hjga.bid",Job Scam,original,
ORIG_01540,N/A,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. jszm.bid",Job Scam,original,
ORIG_01541,N/A,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. zhjk.bid",Job Scam,original,
ORIG_01542,N/A,"Gear up for luck at WinningPlus! Win brand new car and motorcycle in the New Year Fa cai wheel promo. Claim 588p & 388p, enjoy 153% deposit bonus at WinPlus.tv",Raffle Scam,original,
ORIG_01543,N/A,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. qthb.bid",Job Scam,original,
ORIG_01544,N/A,New Player Free 2570P! PAGCOR Licensed! Official Jili!Cashout 10 Min! Play in GCash Playzone2.icu,Gambling Scam,original,
ORIG_01545,N/A,"Finally, Thanks god it's Friday at GoJackpot! Claim Free 6,888p Today, February 2! New players Enjoy Free 777p + 177p ! Join Now at GoJackpot3.tv",Gambling Scam,original,
ORIG_01546,N/A,[ Epicwin ]: Hi EPIC Member ! ATTENTION !! Dont forget to claim your FREE CREDIT in Inbox !! Trusted website : EpicWin3.tv,Prize Scam,original,
ORIG_01547,N/A,It is easier to get a daily salary of 300P. Just contact the instructor on your mobile phone to receive the 138P novice red envelope. hgzb.bid,Job Scam,original,
ORIG_01548,N/A,It is easier to get a daily salary of 300P. Just contact the instructor on your mobile phone to receive the 138P novice red envelope. qhmz.bid,Job Scam,original,
ORIG_01549,N/A,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. wanp.bid",Job Scam,original,
ORIG_01551,N/A,"Tomorrow's Payday Blast on GoJackpot, Jan 30 & 31! New players grab 777p & 177p bonus + 155% Extra Deposit Bonus. Play & Win millions Prizes at GoJackpot.tv",Gambling Scam,original,
ORIG_01552,N/A,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. zklq.bid",Job Scam,original,
ORIG_01553,N/A,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. twlk.bid",Job Scam,original,
ORIG_01554,N/A,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. kakd.bid",Job Scam,original,
ORIG_01556,N/A,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. zhga.bid",Job Scam,original,
ORIG_01557,N/A,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. gogt.bid",Job Scam,original,
ORIG_01558,N/A,Join Saturday Special Event at WinningPlus! Claim 999p Free Bonus for Jackpot Day of Your Saturday! New Player Get bonus of 588p & 388p! Win Now at winplus2.tv,Gambling Scam,original,
ORIG_01559,N/A,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. tyyy.bid",Job Scam,original,
ORIG_01560,N/A,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. yhgg.bid",Job Scam,original,
ORIG_01561,N/A,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. hahb.bid",Job Scam,original,
ORIG_01562,N/A,[ Betso88 x Epicwin ]: Welcome back Epic Family ! PROMO ALERT ! Deposit now and GET 3 FREE WHEEL SPINS with prizes up to 500P! Trusted website : EpicWin.tv,Gambling Scam,original,
ORIG_01566,N/A,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. ahjk.bid",Job Scam,original,
ORIG_01567,N/A,[ Betso88 x Epicwin ]: Join us & FREE 50p today Auto FREE 50p when signup! Get extra 100p with any deposit Trusted Link: Epicwin16.icu,Prize Scam,original,
ORIG_01568,N/A,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shot.vin/BDO_Secured",Banking Scam,original,
ORIG_01569,N/A,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shot.vin/Secure-BDO",Banking Scam,original,
ORIG_01570,N/A,Celebrate Saturday with WinningPlus! Double Joy with 999p & new Users get 588p & 388p free. Get PayDay & Saturday Bonus for Total of 1998p Free at WinPlus16.icu,Prize Scam,original,
ORIG_01571,N/A,"Make money while watching YouTube, earn 518P per day, contact the tutor to receive 138P. qyhg.bid",Job Scam,original,
ORIG_01572,N/A,"Make money while watching YouTube, earn 518P per day, contact the tutor to receive 138P. ekja.bid",Job Scam,original,
ORIG_01574,N/A,[ Betso88 x Epicwin ]: Join us & FREE 50p today Auto FREE 50p when signup! Get extra 100p with any deposit Trusted Link: Epicwin11.icu,Prize Scam,original,
ORIG_01575,N/A,"Make money while watching YouTube, earn 518P per day, contact the tutor to receive 138P. pppo.bid",Job Scam,original,
ORIG_01576,N/A,"Discover Wednesday luck at SugarPlay! Get winning giveaways up to 18,888, Extra Deposit Bonus 2,000p, and promotions up to 58,888 at SugarPlayPh.icu",Prize Scam,original,
ORIG_01577,N/A,"Make money while watching YouTube, earn 518P per day, contact the tutor to receive 138P. yyhq.bid",Job Scam,original,
ORIG_01578,N/A,"Make money while watching YouTube, earn 518P per day, contact the tutor to receive 138P. zxct.bid",Job Scam,original,
ORIG_01579,N/A,"Make money while watching YouTube, earn 518P per day, contact the tutor to receive 138P. addd.bid",Job Scam,original,
ORIG_01580,N/A,www.hh88hg.website Get free bonus 1998 now. No deposit conditions,Prize Scam,original,
ORIG_01581,N/A,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. abcf.bid",Job Scam,original,
ORIG_01582,N/A,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. kkkq.bid",Job Scam,original,
ORIG_01583,N/A,https://dff9dfd.guru Get free bonus 1777 now. No deposit conditions,Prize Scam,original,
ORIG_01584,N/A,New users get 100% bonus on their first deposit and cash bonus at 20:00 every night! bv0g5.bid,Prize Scam,original,
ORIG_01585,N/A,"Double your fun at Sugarplay11.icu ! Claim your 28,888 Giveaway Promotion and let the winning spree begin",Prize Scam,original,
ORIG_01586,N/A,Dont miss your FRIDAY Bonus 6888 With New Member 153% Deposit Bonus! Get Free 777p&177p. More Promotion Event & Favor Slot Games at GoJackpot11.icu,Gambling Scam,original,
ORIG_01588,N/A,"Online part-time job with free time, daily income of 330P, contact the tutor to receive 138P newbie red envelope. jf58.bid",Job Scam,original,
ORIG_01589,N/A,"Part-time car reviewer, easily earn 300P high income, contact the manager to receive 138P newbie red envelope. qp03.bid",Job Scam,original,
ORIG_01590,N/A,"Guys, I just joined the car reviewer job and have earned 300P. Contact the manager to receive a 138P red envelope. px698.bid",Job Scam,original,
ORIG_01591,N/A,"Inimbitahan mo ang isang kaibigan na mag-recharge ng P100, ang iyong kaibigan ay makakakuha ng P200 at makakakuha ka ng P66 phl777.tv",Prize Scam,original,
ORIG_01592,N/A,"Mag-imbita ng mga kaibigan na mag-recharge, at makakakuha ka ng 166P pagkatapos mag-recharge ng 100P nang walang anumang turnover. phl777.tv",Prize Scam,original,
ORIG_01593,N/A,"Mag-recruit ng mga reviewer ng kotse, sumali at makakuha ng 138p. Code ng imbitasyon: 2H7MSY wqe68.bid",Job Scam,original,
ORIG_01595,N/A,"Immerse in luck at SugarPlay! Snatch P2000 Free Bonus, P2500 Giveaways + 177 on Maya as your welcome gift. Visit https://Sugarplay0.icu",Prize Scam,original,
ORIG_01596,N/A,[ Betso88 x Epicwin ]: Join us & FREE 50p today Auto FREE 50p when signup! Get extra 100p with any deposit Trusted website : https://EpicWin10.icu,Prize Scam,original,
ORIG_01597,N/A,"Embrace Winplus joy! Free P588 red packet, WEEKDAYS Unlimited 999 bonus, and 588 Free on 1st deposit. Explore at https://winplus9.icu",Prize Scam,original,
ORIG_01598,N/A,"Immerse in luck at SugarPlay! Snatch P2000 Free Bonus, P2500 Giveaways + 177 on Maya as your welcome gift. Visit https://Sugarplay3.icu",Prize Scam,original,
ORIG_01599,N/A,"Embrace Winplus joy! Free P588 red packet, WEEKDAYS Unlimited 999 bonus, and 588 Free on 1st deposit. Explore at http://winplus3.icu",Prize Scam,original,
ORIG_01602,N/A,[ Betso88 x Epicwin ]: Join us & FREE 50p today Auto FREE 50p when signup! Get extra 100p with any deposit Trusted website : https://EpicWin1.icu,Prize Scam,original,
ORIG_01603,N/A,"para makakuha ng mga bonus,I-install lang ang APP para makakuha ng 98p libre https://m.fk775.space",Prize Scam,original,
ORIG_01604,N/A,"Immerse in luck at SugarPlay! Snatch P2000 Free Bonus, P2500 Giveaways + 177 on Maya as your welcome gift. Visit https://Splay.icu today!",Prize Scam,original,
ORIG_01605,N/A,"?ph365?Hello, new free money bonus 1998 with no deposit condition, please login https://ersjjh.support to get free money 1998 now",Prize Scam,original,
ORIG_01608,N/A,Kumpletuhin ang recharge at i-download ang APP sa parehong araw para makatanggap ng P117 cash! mv4xx.loan,Loan Scam,original,
ORIG_01609,N/A,Log in at forward sa FB para makakuha ng P38 ng libre sdi1k.loan,Loan Scam,original,
ORIG_01612,N/A,"Open the door to BER Month fortune at WinningPlus! New users enjoy 588 Free Bonus, 60k cashback & an extra 388 on Maya. Visit https://winplus.vegas for victorious wins!",Prize Scam,original,
ORIG_01613,N/A,"Congratulations GCash User! You have received P9,500 from GCash Team. Claim your cash by clicking the link below. Claim your cash at decembercash.tech/claim-cash Thank you for choosing GCash!",Prize Scam,original,
ORIG_01614,N/A,Bermonths bring high winning rates Plus weekend Luck at WinningPlus! New users get 588 Free Bonus Plus 60k cashback & extra 388 on Maya. https://winplus.vegas,Prize Scam,original,
ORIG_01615,N/A,"Tandaang mag-log in araw-araw para mag-claim ng mga reward! Ang maximum na limitasyon ay P1,777 7a2bvd.loan",Loan Scam,original,
ORIG_01616,N/A,Log in at forward sa FB para makakuha ng P38 ng libre cj78s.loan,Loan Scam,original,
ORIG_01618,N/A,get 188p so Easy ! Download app ! risu.io/yQTtm,Prize Scam,original,
ORIG_01619,N/A,"Download the app on Friday, top up to p38 and enjoy! https://getrich.fyi/plmmm",Prize Scam,original,
ORIG_01620,N/A,Enjoy high winning rates and unlimited daily rebates and bonuses! Sign up with GoJackpot right now to get 777 PHP for free. Visit GoJackpot2.world,Gambling Scam,original,
ORIG_01621,N/A,"Tito, nagdeposito lang ako ng P177 sa 177BET at nakakuha ako ng 100% cash. Nanalo ako ng P53627. Halika, huwag sabihin kahit kanino! 177bet3.loan",Loan Scam,original,
ORIG_01622,N/A,"Explore GoJackpot! 777 Free Bonus now! and win big in the 600,000 giveaway plus 177 using paymaya! Easy Cash in and out with high winning rates! gojackpot2.ink",Gambling Scam,original,
ORIG_01623,N/A,"Ako ay naging ahente ng 177BET at nakatanggap ng semi-monthly dividend na P63,727. Halika samahan mo kami! 177bet.loan",Loan Scam,original,
ORIG_01624,N/A,Nanalo ka kahapon? Ngayon nanalo ulit ako ng P36253. 177BET talaga ang aking cash machine! Tandaan na makatanggap ng mga benepisyo! 177bet1.bid,Gambling Scam,original,
ORIG_01625,N/A,Using pay maya Enjoy 3% Cash back Instantly mn68.co,Banking Scam,original,
ORIG_01626,N/A,"Welcome back to GoJackpot this weekend! New users enjoy 999 Free Bonus, Win 75K prizes, & Get Shot at an iPhone 15 Pro Max on the Lucky Wheel at GoJackpot1.ink",Gambling Scam,original,
ORIG_01627,N/A,"""Get 188p for free, just download the Official APP! Link mn68.co""",Prize Scam,original,
ORIG_01628,N/A,"Bro, nalaman ko na bilang isang ahente, ang komisyon sa loob ng 1 oras ay kasing taas ng P1928! Mag-imbita lang ng mga kaibigan para kumita!177betj.info",Job Scam,original,
ORIG_01629,N/A,"Kuya, sabi mo pwede ka talagang manalo ng pera kapag naglaro ka sa unang pagkakataon. Nanalo lang ako ng P87635 Magkano ang napanalunan mo ngayon?177betj.info",Gambling Scam,original,
ORIG_01630,N/A,"Kuya, sabi mo pwede ka talagang manalo ng pera kapag naglaro ka sa unang pagkakataon. Nanalo lang ako ng P87635 Magkano ang napanalunan mo ngayon?177betk.info",Gambling Scam,original,
ORIG_01631,N/A,"bilang miyembro, may tiket ka para sa raffle sa unang at pangalawang reload mo sa au88.co",Raffle Scam,original,
ORIG_01632,N/A,"bilang miyembro, may tiket ka para sa raffle sa unang at pangalawang reload mo sa ar88.co",Raffle Scam,original,
ORIG_01633,N/A,"?365?Hello, new free money bonus 999 with no deposit condition, please login fhgh77.asia to get free money 999 now",Prize Scam,original,
ORIG_01635,N/A,"Hello! The bonus is as high as 1999, enjoy the game and enter risu.io/7BTCu",Prize Scam,original,
ORIG_01636,N/A,"Embrace the Halloween spirit with Gojackpot's Cash Tournament! Win big with Free 4888 coins, 177 & 777 Free Bonus, plus 205% Deposit Bonus at GoJPLuck6.com",Gambling Scam,original,
ORIG_01637,N/A,"Ang OKADA Manila ay naglunsad ng online slot machine, maaari kang makakuha ng 177P nang libre kapag nagparehistro ka. www.Okdph.com",Gambling Scam,original,
ORIG_01638,N/A,Bibigyan ka ng MAYA ng 100% na bonus sa iyong unang deposito 177bets.xyz,Prize Scam,original,
ORIG_01639,N/A,sumali na sa laro? bilisan mo https://risu.io/aeDwP,Gambling Scam,original,
ORIG_01640,N/A,[NAME]. Sumali sa aksyon ng GoJackpot at kunin ang iyong 100% bonus + 3% DAILY DEPOSIT BONUS! Gamitin ang Paymaya at GCash sa betfilvips2.com,Gambling Scam,original,
ORIG_01641,N/A,1 parcel(s) from Ninja Van is on delivery to you. Please prepare cash amount of ? 0.00.,Delivery Scam,original,
ORIG_01643,N/A,Win Big with GoJackpot this Weekend! LG OLED TV & More Prizes Await on GoJPLuck5.com ! Claim your 777+177 Free Bonus & 205% Extra Deposit Bonus with Gcash now!,Gambling Scam,original,
ORIG_01644,N/A,Experience stability on GoJackpot with GCash this weekend! Enjoy free 777 & 177 & Get 205% Deposit bonus to increase of Win Big on Slot Jackpot at GoJPLuck6.com,Gambling Scam,original,
ORIG_01645,N/A,Slot machine platform magparehistro at tumanggap ng 15P Mag recharge ng 100P Kumuha ng 200P bo6.xyz/FqW,Gambling Scam,original,
ORIG_01646,N/A,"Experience mnlwin seamless GCash top-up, get up to 100% deposit bonus mnl2323.net",Prize Scam,original,
ORIG_01647,N/A,Enjoy Gcash min 100 at GoJackpot & Free 777! Spin Maya Lucky Wheel for 177 Free & Win LG-OLED TV. Play TOP PH-Slot Online to Win Million Prizes at GoJPLuck2.com,Gambling Scam,original,
ORIG_01648,N/A,"[NAME]., Kuhaan ng 777 Libre at 105% Deposit Bonus sa GoJackpot. Kasama ang 3% Paymaya Bonus. Maglaro ng slot games sa betfilph5.com ngayong weekend!",Gambling Scam,original,
ORIG_01649,N/A,"Say farewell to GCash load issues, it's GoJackpot time this weekend! Enjoy Free 777 & 105% Deposit, and win big slot prizes with your luck now at Gojpluck2.com",Gambling Scam,original,
ORIG_01650,N/A,"Hello, new free money bonus 988 with no deposit condition, please login http://trdk.xyz to get free money 988 now",Prize Scam,original,
ORIG_01651,N/A,Get ready for Weekend & Gcash for Easy Payments on SugarPlay! Enjoy Free 18888 Bonus Event & Tie & Win 28888 ! Get Free 2000 & Win slot Jackpots at SGphWin2.com,Gambling Scam,original,
ORIG_01652,N/A,Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin! 177betq.xyz,Prize Scam,original,
ORIG_01653,N/A,Gcash is Finally Back On Gojackpot! Get Your Free 777 Bonus Now & Win Slot Jackpot Prize Pool! Cash In With Gcash Now With Extra 103% Bonus! Visit GoJPLuck3.com,Gambling Scam,original,
ORIG_01654,N/A,Ang mga bago at lumang miyembro ng 177BET na nag-top up ng P177 ay makakatanggap ng P177 na bonus! 177betp.xyz,Prize Scam,original,
ORIG_01655,N/A,[ Philwin x Epicwin ]: Play Jili game with Welcome bonus FREE EXTRA 1000P! Livechat for more Super Ace game tips & tricks today~ Try Now : EpicWplay.com,Gambling Scam,original,
ORIG_01656,N/A,"[NAME]., Unlock success with SBET! Get 100% Welcome Bonus + P888 and a Jackpot chance at sbetphrich.com",Gambling Scam,original,
ORIG_01657,N/A,"[NAME]., GoJackpot: Win big! Get 100% Welcome + 3% Deposit Bonus. Play now, win P777 at betfilph4.com",Gambling Scam,original,
ORIG_01658,N/A,"Welcome to Exciting Weekend at GoJackpot! Play, win & claim free 777 bonus! Deposit today for 105% extra & unlock VIP perk. Join the fun at GoJPLuck3.com now!",Gambling Scam,original,
ORIG_01659,N/A,Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin! 177beto.xyz,Prize Scam,original,
ORIG_01660,N/A,"Embrace your inner luck! Become a Super Lucky Star at WinningPlus, Claim 1000 Bonus for Slot Jackpots, and seize more benefits. Be Winner now at JoyWinplus.com",Gambling Scam,original,
ORIG_01661,N/A,"[NAME]., Ready for success? SBET offers a 100% Welcome Bonus. Claim your P888 and seize the Jackpot chance at sbetbigfish2.com",Gambling Scam,original,
ORIG_01662,N/A,Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin! 177betc.xyz,Prize Scam,original,
ORIG_01663,N/A,"Hello, new free money bonus 888 with no deposit condition, please login http://hhk88.one to get free money 888 now",Prize Scam,original,
ORIG_01665,N/A,"Welcome October! New User, get 2000 bonus for High-Rate Slots Jackpot at SugarPlay! Don't miss out More 28888 Bonus in Promo Events! Join now at Sp7Go1.com",Gambling Scam,original,
ORIG_01666,N/A,Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! ja.177betj.xyz/sPoidh,Prize Scam,original,
ORIG_01667,N/A,"Exciting GoJackpot Weekend is here! Get 50% WEEKEND BONUS, win 4777 Prize at Bustling Event. New users enjoy 153% & 777 Free Bonus for big win at GoJPLuck1.com",Gambling Scam,original,
ORIG_01668,N/A,"Hello, new free money bonus 888 with no deposit condition, please login http://dchh.shop to get free money 888 now",Prize Scam,original,
ORIG_01669,N/A,Weekend alert at WinningPlus! Claim 153% WEEKLY DEPOSIT BONUS tomorrow! New users get free 1000 bonus & 103% on deposits. Win Big Jackpot Slot at JoyWplus.com,Gambling Scam,original,
ORIG_01670,N/A,"[NAME]., SugarPlay's Twin Bonanza: Win up to 128,888 prizes! New users receive 2,000 free credits. Join the fun at Sgplaynow1.com",Raffle Scam,original,
ORIG_01671,N/A,Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin! 177betb.xyz,Prize Scam,original,
ORIG_01672,N/A,Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin! 177beta.xyz,Prize Scam,original,
ORIG_01673,N/A,"SG777 Magrehistro upang makatanggap ng 137p, tumaya sa pulang sobre na bonus araw-araw, at tumanggap ng cash na pulang sobre araw-araw: https://sg7773.com",Prize Scam,original,
ORIG_01674,N/A,"Twin Bonanza Month-End Giveaway at SugarPlay! Win up to 128,888 prizes! New users get 2,000 free on sign-up! Explore More Event 58,888 Free Bonus at sp7go.com",Raffle Scam,original,
ORIG_01676,N/A,"Weekend fun at Pwin777! Win an iPhone 14 Pro Max, daily bonuses up to 77777p, and exciting events. Visit p777a14.xyz now!",Raffle Scam,original,
ORIG_01677,N/A,Happy Jackpot Slot Weekend at GoJackpotCity! Join MADNESS SLOT to win 4777 prizes & get 53% extra deposit bonus. New users get 153% bonus. Visit GoJpluck.com,Gambling Scam,original,
ORIG_01678,N/A,"Mga nangungunang laro sa casi/no, bin/go, at mga sl0t machine. Mag parehistro at mag deposito ng P200 upang makatanggap ng 200% bonus. dc192.com",Prize Scam,original,
ORIG_01680,N/A,"Hello, new free money bonus 888 with no deposit condition, please login http:// yy777ff.com to get free money 888 now",Prize Scam,original,
ORIG_01681,N/A,HINDI ITO JOKE! Halina sa pinaka pinagkakatiwalaang casi/no site ng sa Pilipinas at maglaro! Ano pang hinihintay mo? Sumali na sa DCT! dc192.com,Gambling Scam,original,
ORIG_01682,N/A,Kumuha ng 100% Deposit Bonus sa 177BET! Doblehin ang iyong deposito ngayon! Huwag Palampasin! 177betb.xyz,Prize Scam,original,
ORIG_01683,N/A,"Happy Weekend! Get a 53% Deposit Bonus, Get 4777 Free Prizes in our Dynamic Event, and new players receive 777 Free Bonus for high Slot Jackpots at GJPnow.com",Gambling Scam,original,
ORIG_01684,N/A,Kumuha ng 100% Deposit Bonus sa 177BET! Doblehin ang iyong deposito ngayon! Huwag Palampasin! 177bet.xyz,Prize Scam,original,
ORIG_01685,N/A,Your luck is shining! Grab free bonus from 100 to 2000 & Win 18888 Prize at SugarPlay . Join us now at sp7go.com for even more amazing promotions!,Raffle Scam,original,
ORIG_01686,N/A,"PAY777 Magrehistro upang makatanggap ng 137p, tumaya sa pulang sobre na bonus araw-araw, at tumanggap ng cash na pulang sobre araw-araw: https://pay777.pro/",Prize Scam,original,
ORIG_01687,N/A,Malugod kang tinatanggap ng PWIN777! Ang mga bagong miyembro ay maaaring magtamasa ng 100% benepisyo sa kanilang unang deposito na P197! p777a8.xyz,Gambling Scam,original,
ORIG_01688,N/A,"YoEarn money-making airdrop project, come and sign up to receive a points spree!http://vhwlpj.com",Job Scam,original,
ORIG_01689,N/A,"Hello, you have won the prize 999P to enter http://ccb8.xyz",Raffle Scam,original,
ORIG_01690,N/A,"55BMW Sign up to get up to 555P for free! More massive games and bonuses, click: 55hbmw.com",Prize Scam,original,
ORIG_01691,N/A,"Mag-sign up para makakuha ng 77P, ang pinakamataas na 1% rebate para sa mga ahente: fc777.one",Prize Scam,original,
ORIG_01692,N/A,"[NAME]., Sama na sa saya! 2000 bonus + 3% deposit Bonus mula sa Sugar Play! Mag-sign up at manalo dito! sgbetgo3.com",Gambling Scam,original,
ORIG_01693,N/A,Ano? Daily cashback at P777 na bonus? Halika at subukan lamang sa W19 Games! w19v6.xyz,Prize Scam,original,
ORIG_01694,N/A,Ano? Daily cashback at P777 na bonus? Halika at subukan lamang sa W19 Games! w19v5.xyz,Prize Scam,original,
ORIG_01695,N/A,Ano? Daily cashback at P777 na bonus? Halika at subukan lamang sa W19 Games! w19s21.xyz,Prize Scam,original,
ORIG_01696,N/A,Ano? Daily cashback at P777 na bonus? Halika at subukan lamang sa W19 Games! w19b2.xyz,Prize Scam,original,
ORIG_01697,N/A,Nagbibigay kami ng P10M bonus sa lahat ng nagamit ng W19 Games! Kontakin ang 24/7 support para sa LATEST WEBSITE. Iclaim ang sayo sa https://w19.ltd,Prize Scam,original,
ORIG_01698,N/A,BANCO DE ORO: We need your urgent cooperation to verify your Online Banking. Please proceed here come.to/OnlineBDOPh,Banking Scam,original,
ORIG_01699,N/A,BANCO DE ORO: We need your urgent cooperation to verify your Online Banking. Please proceed here come.to/LoginVerify,Banking Scam,original,
ORIG_01700,N/A,"Mas marami kang laro, mas marami kang kitain - Inilunsad ang W19 Games Triple Cashback Plan hanggang 0.8%! https://v.ht/SM-XfN",Gambling Scam,original,
ORIG_01701,N/A,"Mas marami kang laro, mas marami kang kitain - Inilunsad ang W19 Games Triple Cashback Plan hanggang 0.8%! https://v.ht/SM-kWu",Gambling Scam,original,
